category_class	label	definition	synonyms	subsets	crossreferences
MONDO:0004990	breast tumor luminal A or B	Subsets of breast carcinoma defined by expression of genes characteristic of luminal epithelial cells.	breast tumour luminal; breast tumor luminal; luminal breast cancer	mondo:txgnn_autoimmune_diseases; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:is_pathogen_caused_false; mondo:txgnn_cancer; mondo:medical_specialization_obstetrics_and_gynecology; mondo:harrisons_view_breast_disorder; mondo:mondo_top_grouping_breast_disorder; mondo:tag_qaly_lost_high; mondo:is_pathogen_caused_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:medical_specialization_member; mondo:mondo_txgnn_member; mondo:txgnn_member; mondo:tag_qaly_lost_member; mondo:medical_specialization_oncology; mondo:anatomical_endocrine_disorder; mondo:is_cancer_member; mondo:tag_existing_treatment_member; mondo:is_glucose_dysfunction_false; mondo:otar; mondo:tag_existing_treatment_true; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:is_cancer_true; mondo:anatomical_reproductive_system_disorder; mondo:anatomical_member; mondo:harrisons_view_member; mondo:tag_qualy_lost_other; mondo:mondo_top_grouping_member; mondo:is_glucose_dysfunction_member	EFO:0000306; DOID:0060548
MONDO:0003208	breast secretory carcinoma	A rare, low grade invasive adenocarcinoma of the breast characterized by the presence of cells that secrete milk-like material. Morphologically, it usually appears as a circumscribed lesion, composed of cystic spaces, tubular structures, and solid areas.	invasive cystic hypersecretory duct breast carcinoma; secretory carcinoma; juvenile carcinoma of breast; juvenile carcinoma of the breast; juvenile carcinoma of the breast (morphologic abnormality); juvenile breast carcinoma; juvenile secretory breast carcinoma; cystic hypersecretory carcinoma of breast; cystic hypersecretory carcinoma of the breast; juvenile secretory carcinoma of breast; secretory carcinoma of breast; cystic hypersecretory breast carcinoma; secretory carcinoma of the breast; infiltrating cystic hypersecretory duct breast carcinoma; secretory breast carcinoma; juvenile secretory carcinoma of the breast	mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:txgnn_member; mondo:anatomical_endocrine_disorder; mondo:tag_qaly_lost_medium; mondo:is_glucose_dysfunction_false; mondo:tag_qualy_lost_other; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_member; mondo:is_cancer_true; mondo:anatomical_member; mondo:is_pathogen_caused_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:tag_qaly_lost_member; mondo:medical_specialization_oncology; mondo:medical_specialization_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:harrisons_view_breast_disorder; mondo:txgnn_adrenal_gland_disease; mondo:harrisons_view_member; mondo:txgnn_cancer; mondo:anatomical_reproductive_system_disorder; mondo:mondo_top_grouping_breast_disorder; mondo:mondo_top_grouping_integumentary_system_disorder; mondo:is_pathogen_caused_false; mondo:harrisons_view_integumentary_system_disorder; mondo:medical_specialization_obstetrics_and_gynecology; mondo:is_cancer_member; mondo:is_glucose_dysfunction_member; mondo:tag_existing_treatment_false	UMLS:C0334371; NCIT:C4189; MEDGEN:87226; ONCOTREE:JSCB; MESH:C537535; DOID:4922; ICDO:8502/3; ICDO:8508/3
MONDO:0002490	breast sarcoma	A malignant mesenchymal neoplasm that arises from the breast. Representative examples include angiosarcoma, liposarcoma, leiomyosarcoma, rhabdomyosarcoma, and extraskeletal osteosarcoma.	sarcoma of breast; sarcoma of the breast; breast sarcoma	mondo:nord_rare; mondo:is_glucose_dysfunction_false; mondo:gard_rare; mondo:txgnn_member; mondo:medical_specialization_member; mondo:otar; mondo:medical_specialization_oncology; mondo:mondo_txgnn_member; mondo:txgnn_cancer; mondo:is_cancer_member; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:tag_qualy_lost_other; mondo:is_pathogen_caused_false; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:harrisons_view_breast_disorder; mondo:is_glucose_dysfunction_member; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_false; mondo:medical_specialization_obstetrics_and_gynecology; mondo:anatomical_reproductive_system_disorder; mondo:tag_qaly_lost_member; mondo:txgnn_; mondo:harrisons_view_cancer_or_benign_tumor; mondo:anatomical_member; mondo:tag_qaly_lost_high; mondo:anatomical_bone_disorder; mondo:mondo_top_grouping_member; mondo:rare; mondo:mondo_top_grouping_breast_disorder; mondo:is_cancer_true; mondo:harrisons_view_member	UMLS:C0349667; DOID:3017; NCIT:C4670; ONCOTREE:PBS; SCTID:278050001; MEDGEN:87613
MONDO:0021047	breast phyllodes tumor	A benign, malignant, or borderline circumscribed biphasic neoplasm that arises from the breast. It usually affects middle-aged women. It is characterized by the presence of a double layer of epithelial cells that are arranged in clefts, surrounded by a spindle cell mesenchymal (stromal) component.	breast phyllodes neoplasm; cystosarcoma phylloides of the breast; cystosarcoma phylloides - breast; phyllodes breast neoplasm; cystosarcoma phyllodes of the breast; phyllodes neoplasm of the breast; phyllodes breast tumour; phyllodes breast tumor; phyllodes tumor of the breast; breast cystosarcoma phyllodes; phyllodes neoplasm of breast; phyllodes tumor of breast; phyllodes tumour of the breast; breast phyllodes tumor; phyllodes tumour of breast; cystosarcoma phyllodes of breast	mondo:mondo_top_grouping_breast_disorder; mondo:tag_qaly_lost_member; mondo:is_cancer_true; mondo:rare; mondo:medical_specialization_obstetrics_and_gynecology; mondo:anatomical_breast_disorder; mondo:mondo_top_grouping_member; mondo:otar; mondo:txgnn_other; mondo:tag_qaly_lost_medium; mondo:is_pathogen_caused_false; mondo:txgnn_member; mondo:medical_specialization_member; mondo:gard_rare; mondo:tag_existing_treatment_false; mondo:txgnn_cancer; mondo:tag_qualy_lost_other; mondo:is_glucose_dysfunction_false; mondo:nord_rare; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:mondo_txgnn_member; mondo:tag_existing_treatment_member; mondo:harrisons_view_breast_disorder; mondo:is_pathogen_caused_member; mondo:is_glucose_dysfunction_member; mondo:anatomical_reproductive_system_disorder; mondo:harrisons_view_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:medical_specialization_oncology; mondo:harrisons_view_cancer_or_benign_tumor; mondo:anatomical_member; mondo:is_cancer_member	ONCOTREE:PT; SCTID:712989008; MEDGEN:65943; UMLS:C0238031; NCIT:C7575
MONDO:0003532	breast papillary carcinoma	A breast carcinoma characterized by the formation of irregular, finger-like projections of fibrous stroma covered with neoplastic epithelial cells.	breast papillary carcinoma; papillary breast carcinoma; Papillary breast cancer; papillary carcinoma of breast; papillary carcinoma of the breast	mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:is_cancer_member; mondo:txgnn_cancer; mondo:harrisons_view_breast_disorder; mondo:harrisons_view_member; mondo:mondo_top_grouping_integumentary_system_disorder; mondo:medical_specialization_obstetrics_and_gynecology; mondo:tag_qaly_lost_medium; mondo:tag_existing_treatment_true; mondo:txgnn_member; mondo:tag_qaly_lost_member; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_oncology; mondo:anatomical_breast; mondo:tag_existing_treatment_member; mondo:harrisons_view_integumentary_system_disorder; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:is_cancer_true; mondo:mondo_txgnn_member; mondo:is_pathogen_caused_false; mondo:tag_qualy_lost_other; mondo:is_glucose_dysfunction_false; mondo:harrisons_view_cancer_or_benign_tumor; mondo:is_pathogen_caused_member; mondo:medical_specialization_member; mondo:anatomical_reproductive_system_disorder; mondo:anatomical_member; mondo:txgnn_adrenal_gland_disease; mondo:mondo_top_grouping_breast_disorder; mondo:mondo_top_grouping_member	NCIT:C9134; DOID:5592; MEDGEN:818226; UMLS:C3812899
MONDO:0002485	breast neuroendocrine neoplasm	A neoplasm that arises from the breast and is composed of cells of neuroendocrine origin. Most cases are neuroendocrine carcinomas. Primary carcinoid tumors of the breast are very rare.	neuroendocrine neoplasm of breast; breast endocrine neoplasm; neuroendocrine neoplasm of the breast; neuroendocrine tumour of the breast; breast neuroendocrine tumor; breast neuroendocrine tumor, well differentiated, low or intermediate grade; breast neuroendocrine neoplasm; neuroendocrine tumor of the breast; breast NET; breast neuroendocrine tumour	mondo:gard_rare; mondo:txgnn_member; mondo:medical_specialization_member; mondo:txgnn_adrenal_gland_disease; mondo:anatomical_endocrine_disorder; mondo:mondo_top_grouping_endocrine_system_disorder; mondo:mondo_txgnn_endocrine_system_disorder; mondo:medical_specialization_oncology; mondo:is_cancer_member; mondo:txgnn_cancer; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:tag_existing_treatment_member; mondo:tag_qualy_lost_other; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:is_pathogen_caused_false; mondo:tag_existing_treatment_true; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_breast_disorder; mondo:is_pathogen_caused_member; mondo:medical_specialization_obstetrics_and_gynecology; mondo:tag_qaly_lost_medium; mondo:medical_specialization_neurology; mondo:tag_qaly_lost_member; mondo:anatomical_reproductive_system_disorder; mondo:harrisons_view_endocrine_system_disorder; mondo:harrisons_view_cancer_or_benign_tumor; mondo:anatomical_member; mondo:txgnn_neuroendocrine_cancer; mondo:medical_specialization_endocrinology; mondo:mondo_top_grouping_member; mondo:rare; mondo:mondo_top_grouping_breast_disorder; mondo:is_cancer_true; mondo:harrisons_view_member; mondo:is_glucose_dysfunction_false	MEDGEN:231969; DOID:3009; UMLS:C1332635; NCIT:C5169
MONDO:0021100	breast neoplasm	A benign or malignant neoplasm of the breast parenchyma. It can originate from the ducts, lobules or the breast adipose tissue. Breast neoplasms are much more common in females than males.	tumor of breast; breast neoplasm (disease); breast tumour; tumor of the breast; tumour of the breast; breast tumor; tumour of breast; neoplasm of the breast; neoplasm, breast; neoplasm of breast; breast neoplasm	mondo:tag_qaly_lost_high; mondo:is_glucose_dysfunction_member; mondo:tag_existing_treatment_true; mondo:mondo_top_grouping_breast_disorder; mondo:is_pathogen_caused_false; mondo:medical_specialization_oncology; mondo:otar; mondo:is_cancer_true; mondo:is_glucose_dysfunction_false; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:txgnn_cancer; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:is_cancer_member; mondo:mondo_top_grouping_member; mondo:anatomical_reproductive_system_disorder; mondo:anatomical_other; mondo:txgnn_member; mondo:anatomical_member; mondo:medical_specialization_obstetrics_and_gynecology; mondo:harrisons_view_member; mondo:medical_specialization_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:tag_qualy_lost_other; mondo:tag_qaly_lost_member; mondo:txgnn_breast_neoplasm; mondo:harrisons_view_breast_disorder; mondo:is_pathogen_caused_member	ICD9:239.3; NCIT:C2910; EFO:0003869; MEDGEN:264172; UMLS:C1458155; ONCOTREE:BREAST; MESH:D001943; SCTID:126926005
MONDO:0004262	breast myoepitheliosis	A multifocal neoplastic process characterized by the proliferation of spindle to cuboidal myoepithelial cells within and/or around small breast ducts.	breast myoepitheliosis	mondo:mondo_top_grouping_member; mondo:is_cancer_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:txgnn_member; mondo:tag_existing_treatment_member; mondo:tag_qualy_lost_other; mondo:harrisons_view_member; mondo:txgnn_autoimmune_diseases; mondo:is_glucose_dysfunction_false; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:harrisons_view_breast_disorder; mondo:is_pathogen_caused_member; mondo:is_cancer_false; mondo:anatomical_immune_disorder_lymphatic_disorder; mondo:medical_specialization_obstetrics_and_gynecology; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:tag_qaly_lost_member; mondo:medical_specialization_oncology; mondo:txgnn_cancer; mondo:is_glucose_dysfunction_member; mondo:mondo_top_grouping_breast_disorder; mondo:tag_existing_treatment_false; mondo:tag_qaly_lost_low; mondo:medical_specialization_member; mondo:anatomical_member; mondo:is_pathogen_caused_false	UMLS:C1513799; DOID:7521; NCIT:C40385; MEDGEN:269362
MONDO:0002483	breast myoepithelial tumor	A benign or malignant tumor that arises from the breast and originates from or is composed of myoepithelial cells. Representative examples include adenomyoepithelioma, myoepitheliosis, and malignant myoepithelioma.	breast myoepithelial neoplasm; breast myoepithelial tumor	mondo:is_glucose_dysfunction_false; mondo:anatomical_other; mondo:medical_specialization_member; mondo:txgnn_member; mondo:txgnn_adrenal_gland_disease; mondo:mondo_txgnn_member; mondo:txgnn_cancer; mondo:medical_specialization_oncology; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:is_cancer_member; mondo:tag_qualy_lost_other; mondo:is_pathogen_caused_false; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:tag_existing_treatment_false; mondo:tag_qaly_lost_medium; mondo:harrisons_view_breast_disorder; mondo:medical_specialization_obstetrics_and_gynecology; mondo:is_glucose_dysfunction_member; mondo:is_pathogen_caused_member; mondo:tag_qaly_lost_member; mondo:anatomical_reproductive_system_disorder; mondo:anatomical_member; mondo:mondo_top_grouping_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:mondo_top_grouping_breast_disorder; mondo:harrisons_view_member; mondo:is_cancer_false	UMLS:C1511319; DOID:3004; NCIT:C40389; MEDGEN:267411
MONDO:0002707	breast mucinous carcinoma	An invasive adenocarcinoma of the breast characterized by the presence of islands of small and uniform cells, surrounded by large amounts of mucin. Pure mucinous breast carcinomas generally have a favorable prognosis.	colloid carcinoma of breast; mucinous carcinoma of the breast; mucinous breast carcinoma; infiltrating mucinous breast carcinoma; invasive colloid breast carcinoma; invasive mucinous breast carcinoma; colloid carcinoma of the breast; breast mucinous carcinoma; colloid breast carcinoma; mucinous breast cancer; mucinous carcinoma of breast; infiltrating colloid breast carcinoma	mondo:tag_existing_treatment_true; mondo:mondo_top_grouping_integumentary_system_disorder; mondo:is_glucose_dysfunction_member; mondo:anatomical_upper_gastrointestinal_disorder; mondo:is_cancer_member; mondo:medical_specialization_member; mondo:txgnn_malignant_tumor; mondo:anatomical_reproductive_system_disorder; mondo:txgnn_member; mondo:medical_specialization_obstetrics_and_gynecology; mondo:harrisons_view_member; mondo:tag_existing_treatment_member; mondo:medical_specialization_oncology; mondo:is_cancer_true; mondo:anatomical_member; mondo:harrisons_view_breast_disorder; mondo:is_glucose_dysfunction_false; mondo:is_pathogen_caused_member; mondo:txgnn_cancer; mondo:mondo_top_grouping_breast_disorder; mondo:txgnn_breast_cancer; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:tag_qaly_lost_member; mondo:mondo_top_grouping_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:tag_qualy_lost_other; mondo:harrisons_view_integumentary_system_disorder; mondo:tag_qaly_lost_medium; mondo:is_pathogen_caused_false; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:mondo_txgnn_member	DOID:3610; NCIT:C9131; SCTID:444712000; ONCOTREE:IMMC; UMLS:C1334807; MEDGEN:235337
MONDO:0003661	breast lymphoma	A lymphoma that arises from the breast. There is no history of extramammary breast lymphoma and ipsilateral axillary lymph node involvement does not exclude the diagnosis of primary breast lymphoma. Most patients present with a painless breast lump. The vast majority of cases are B-cell non-Hodgkin lymphomas. Diffuse large B-cell lymphoma, follicular lymphoma, and extranodal marginal zone B-cell lymphoma of mucosa associated lymphoid tissue are the most common types of primary non-Hodgkin lymphoma of the breast. Primary Hodgkin lymphoma of the breast is rare.	malignant lymphoma of breast; lymphoma of the breast; breast lymphoma; lymphoma of breast; primary breast lymphoma	mondo:is_glucose_dysfunction_member; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_false; mondo:anatomical_member; mondo:tag_existing_treatment_member; mondo:anatomical_immune_disorder; mondo:txgnn_member; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:mondo_top_grouping_member; mondo:tag_qualy_lost_other; mondo:medical_specialization_hematology; mondo:is_glucose_dysfunction_false; mondo:otar; mondo:harrisons_view_breast_disorder; mondo:txgnn_autoimmune_diseases; mondo:harrisons_view_cancer_or_benign_tumor; mondo:is_pathogen_caused_false; mondo:mondo_top_grouping_breast_disorder; mondo:medical_specialization_obstetrics_and_gynecology; mondo:medical_specialization_member; mondo:is_cancer_member; mondo:txgnn_cancer; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:is_cancer_true; mondo:anatomical_lymphatic_disorder; mondo:harrisons_view_hematologic_disorder; mondo:mondo_top_grouping_hematologic_disorder; mondo:harrisons_view_member; mondo:gard_rare; mondo:tag_qaly_lost_member; mondo:medical_specialization_oncology; mondo:rare; mondo:txgnn_inflammatory_disease; mondo:mondo_txgnn_member; mondo:tag_qaly_lost_high	DOID:5826; MEDGEN:309939; NCIT:C4671; SCTID:278052009; UMLS:C1704251
